唯一編碼,物業地址,全幢or大手,地盤面積,成交價,成交價(億港元),現樓面面積,現樓面呎價,可建樓面面積,重建呎價,地區,分類,入伙日期,照片,房間數目及每間售價,賣家,買家,資料來源,新聞連結,資料日期,備註,Date,地區_18區,數據年份,longitude_lands,latitude_lands,easting_lands,northing_lands
2021F001,海濱道165號SML Tower全幢（165 Hoi Bun Road）,全幢,,14.42億港元,14.42,"144,251平方呎","9,996港元/平方呎",,,觀塘,商業,20/2/1997,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021F001.jpg,,SML集團,智博管理有限公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/569894/%E5%85%A7%E5%9C%B0%E5%AE%A2%E9%99%B3%E7%91%9C%E5%A4%A7%E6%89%8B%E6%96%A5%E8%B3%87%E8%BF%9120%E5%84%84-%E9%80%A3%E7%92%B0%E8%B3%BC%E5%85%A5%E8%A7%80%E5%A1%98%E4%BD%90%E6%95%A6%E5%95%86%E5%BB%88,2021-01-04,"1、2020年成交，2021年1月新聞報道；
2、全棟活化工廈。",4/1/2021,觀塘區,2021,114.2194,22.3108,840653.8,819097.3
2021F003,"宏照道39號企業廣場三期41,43,45,47及49樓（連16個車位及3個廣告招牌位）（39 Wang Chiu Road）",大手,,7.9億港元,7.9,"72,800平方呎",,,,九龍灣,商業,13/5/2004,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021F003.jpg,,福晟國際,Lin Xiaowen,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/605577/%E5%85%A7%E6%88%BF%E7%A6%8F%E6%99%9F%E5%81%9C%E7%89%8C-%E5%82%B37-9%E5%84%84%E6%B2%BD%E4%BC%81%E6%A5%AD%E5%BB%A3%E5%A0%B4%E5%A4%9A%E5%B1%A4%E6%A8%93%E9%9D%A2-%E4%B8%89%E5%B9%B4%E5%8B%81%E8%9D%955-4%E5%84%84,2021-03-29,,29/3/2021,觀塘區,2021,114.2095,22.3196,839631,820067.5
2021F009,展貿徑1號九龍灣國際展貿中心全幢（1 Trademart Drive）,全幢,,105億港元,105,"1,775,000平方呎","5,915港元/平方呎","239,800平方呎","43,786港元/平方呎",九龍灣,商業,26/6/1996,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021F009.jpg,,合和實業,億京等合組財團,市場消息,https://inews.hket.com/article/2979130/%E3%80%90%E4%B9%9D%E5%B1%95%E8%B3%A3%E7%9B%A4%E3%80%91%E5%84%84%E4%BA%AC%E8%B2%A1%E5%9C%98105%E5%84%84%E5%85%83%E6%94%B6%E8%B3%BC%E4%B9%9D%E5%B1%95%E3%80%80%E4%B8%BB%E5%B8%AD%E4%BD%99%E5%8D%93%E5%85%92%EF%BC%9A%E6%8A%95%E8%B3%87200%E5%84%84%E3%80%81%E9%87%8D%E5%BB%BA%E6%88%90%E5%9C%B0%E6%A8%99%E5%95%86%E5%BB%88,2021-06-11,,11/6/2021,觀塘區,2021,114.2037,22.3239,839030.2,820538.3
2021P004,成業街7號寧晉中心48個車位（7 Shing Yip Street）,大手,,0.96億港元,0.96,,,,,觀塘,車位或停車場大廈,13/1/2010,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021P004.jpg,,鄧成波家族,伯恩光學楊建文或相關人士,市場消息,https://www1.hkej.com/dailynews/property/article/2855705/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E6%B2%BD%E5%AF%A7%E6%99%89%E4%B8%AD%E5%BF%8348%E8%BB%8A%E4%BD%8D,2021-07-17,每個車位平均作價約200萬,17/7/2021,觀塘區,2021,114.2262,22.3109,841354.1,819099.7
2020I002,鴻圖道54號景雲工廠大廈(25%業權)（54 Hung To Road）,大手,,1.03億港元,1.03,"28,100平方呎","3,650港元/平方呎",,,觀塘,工業,26/7/1965,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020I002.jpg,,,香江國際集團有關人士,市場消息,https://ps.hket.com/article/2568862/%E8%A7%80%E5%A1%98%E6%99%AF%E9%9B%B2%E5%B7%A5%E5%BB%A0%E5%A4%A7%E5%BB%88%E4%B8%80%E7%B1%83%E5%AD%90%E7%89%A9%E6%A5%AD%20%20%E7%B4%841%E5%84%84%E6%88%90%E4%BA%A4,2020-02-19,,19/2/2020,觀塘區,2020,114.2223,22.3101,840947.9,819018.8
2019I005,大業街1號禧年大廈全幢（1 Tai Yip Street）,全幢,,4.89億港元,4.89,"62,889平方呎","7,776港元/平方呎",,,觀塘,工業,23/8/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I005.jpg,,禧年行,興勝創建,市場消息,https://ps.hket.com/article/2291376/%E8%88%88%E5%8B%9D%E5%89%B5%E5%BB%BA4.89%E5%84%84%E8%B3%BC%E8%A7%80%E5%A1%98%E7%A6%A7%E5%B9%B4%E5%A4%A7%E5%BB%88?mtc=40001&srkw=%E8%88%88%E5%8B%9D%E5%89%B5%E5%BB%BA%EF%BC%8800896%EF%BC%89,2019-03-12,,12/3/2019,觀塘區,2019,114.2162,22.3152,840318.8,819578.1
2019I017,偉業街201號兆富工廠大廈地下、4樓及5樓連天台（201 Wai Yip Street）,大手,,3.1億港元,3.1,"27,800平方呎","11,151港元/平方呎",,,觀塘,工業,17/6/1965,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I017.jpg,,,興意(香港)有限公司,市場消息,https://ps.hket.com/article/2444240/%E8%A7%80%E5%A1%98%E5%85%86%E5%AF%8C%E5%B7%A5%E6%A5%AD%E5%A4%A7%E5%BB%88%E9%8C%843.1%E5%84%84%E5%85%83%E4%B8%80%E7%B1%83%E5%AD%90%E7%89%A9%E6%A5%AD%E6%88%90%E4%BA%A4,2019-09-04,,4/9/2019,觀塘區,2019,114.2216,22.3101,840877.2,819013.3
2019I019,鴻圖道33號王氏大廈2、5、6、7樓連天台（33 Hung To Road）,大手,"10,000平方呎",3.3億港元,3.3,"30,000平方呎","11,000港元/平方呎",,,觀塘,工業,13/3/1964,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I019.jpg,,,麒豐資本,市場消息,https://www2.hkej.com/property/article/id/2252216/%E9%BA%92%E8%B1%90%E8%B3%87%E6%9C%AC%E6%96%A53.3%E5%84%84%E8%B3%BC%E7%8E%8B%E6%B0%8F%E5%A4%A7%E5%BB%884%E5%B1%A4%E6%A8%93%E9%9D%A2,2019-09-17,,17/9/2019,觀塘區,2019,114.2205,22.3125,840766,819280.4
2019I025,巧明街95號世達中心3樓及11樓（95 How Ming Street）,大手,,3.13億港元,3.13,"47,600平方呎","6,571港元/平方呎",,,觀塘,工業,30/10/1992,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I025.jpg,,會德豐,滙豐保險,市場消息,https://paper.hket.com/article/2507549/%E6%BB%99%E8%B1%90%E4%BF%9D%E9%9A%AA3.78%E5%84%84%20%E8%B3%BC%E8%A7%80%E5%A1%98%E4%B8%96%E9%81%94%E5%85%A9%E5%B1%A4,2019-11-27,,27/11/2019,觀塘區,2019,114.2226,22.3129,840978.3,819328.8
2019F003,觀塘道348號豐樹中心全幢（348 Kwun Tong Road）,全幢,,90億港元,90,"660,000平方呎","13,636港元/平方呎",,,觀塘,商業,12/4/2018,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019F003.jpg,,豐樹產業,PAG,市場消息,https://ps.hket.com/article/2283093/%E8%A7%80%E5%A1%98%E8%B1%90%E6%A8%B9%E4%B8%AD%E5%BF%83%E9%8C%84%E5%A4%A7%E6%89%8B%E6%88%90%E4%BA%A4%20%E5%A4%96%E8%B3%87%E5%9F%BA%E9%87%91%E8%B3%BC%E5%85%A8%E5%B9%A2,2019-03-01,,1/3/2019,觀塘區,2019,114.2172,22.315,840426.6,819561.1
2019F006,"草園街2號、四山街5及5A號松柏商業大廈全幢（2 Cho Yuen Street, 5 & 5A Sze Shan Street）",全幢,"6,243平方呎",3.6億港元,3.6,"49,794平方呎","7,230港元/平方呎",,,油塘,商業,22/8/1983,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019F006.jpg,,羅守輝,嘉濤控股(02189)魏仕成等人,市場消息,https://paper.hket.com/article/2327526/%E6%B2%B9%E5%A1%98%E6%9D%BE%E6%A0%A2%E5%95%86%E5%BB%88%20%E7%BE%85%E5%AE%88%E8%BC%9D3.6%E5%84%84%E6%B2%BD,2019-04-17,,17/4/2019,觀塘區,2019,114.2363,22.2946,842390.6,817301.3
2019F013,偉業街93號全幢（93 Wai Yip Street）,全幢,"2,100平方呎",3.87億港元,3.87,"27,803平方呎","13,908港元/平方呎",,,觀塘,商業,1/11/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019F013.jpg,,瑞安建業,Millennium Fortune Investment Corporation,市場消息,https://finance.mingpao.com/fin/dailyp/20190722/1563738690514/%E7%91%9E%E5%AE%893-87%E5%84%84%E6%B2%BD%E5%81%89%E6%A5%AD%E8%A1%9793%E8%99%9F%E5%95%86%E5%BB%88,2019-07-22,,22/7/2019,觀塘區,2019,114.2149,22.3164,840185,819710
2019S004,牛頭角道11號全幢（11 Ngau Tau Kok Road）,全幢,"20,700平方呎",20.76億港元,20.76,,,"186,300平方呎","11,141港元/平方呎",觀塘,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019S004.jpg,,,恒隆地產,市場消息,http://paper.wenweipo.com/2019/03/27/FI1903270034.htm,2019-03-27,強拍,27/3/2019,觀塘區,2019,114.2144,22.3264,840136.6,820821.1
2019P005,巧明街95號世達中心29個車位（95 How Ming Street）,大手,,0.65億港元,0.65,,,,,觀塘,車位或停車場大廈,30/10/1992,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019P005.jpg,,會德豐,滙豐保險,市場消息,https://paper.hket.com/article/2507549/%E6%BB%99%E8%B1%90%E4%BF%9D%E9%9A%AA3.78%E5%84%84%20%E8%B3%BC%E8%A7%80%E5%A1%98%E4%B8%96%E9%81%94%E5%85%A9%E5%B1%A4,2019-11-27,每個車位平均作價約225萬,27/11/2019,觀塘區,2019,114.2228,22.3128,840996.5,819317.7
2024M004,清水灣道663號傲瀧商場，連同逾50個商業車位（663 Clear Water Bay Road ）,大手,,1.15億港元,1.15,"21,506平方呎",,,,清水灣,商場或商鋪或基座商鋪,15/9/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024M004.jpg,,新世界,申洲國際,土地註冊處及市場消息,http://www.takungpao.com.hk/finance/236136/2024/0411/960606.html,2024-04-11,,11/4/2024,西貢區,2024,114.2602,22.3353,844855.3,821811.6
2022M008,翠塘路1A號CENTRO全幢商場 (設387個車位)（1A Chui Tong Road）,全幢,"34,047平方呎",4.22億港元,4.22,"56,504平方呎",,,,西貢,商場或商鋪或基座商鋪,2/5/2002,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022M008.jpg,,ALBURY GARDEN INVESTMENT LIMITED,蔡志明,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/800697/%E8%A5%BF%E8%B2%A2%E7%BF%A0%E5%A1%98%E8%B7%AF%E9%8A%80%E4%B8%BB%E7%9B%A4%E5%95%86%E5%A0%B4%E9%80%BE4-2%E5%84%84%E6%98%93%E6%89%8B-%E8%BC%83%E5%8F%AB%E5%83%B9%E4%BD%8E35,2022-08-05,銀主盤,5/8/2022,西貢區,2022,114.2684,22.3803,845696.1,826786.5
2021M002,親民街16號西貢花園地下入口及1樓（16 Chan Man Street）,大手,,4億港元,4,"28,439平方呎","14,065港元/平方呎",,,西貢,商場或商鋪或基座商鋪,31/12/1991,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M002.jpg,,鄧成波家族,Lotus Garden Limited (BVI),市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/574511/%E8%88%96%E7%8E%8B%E9%84%A7%E6%88%90%E6%B3%A24%E5%84%84%E6%B2%BD%E8%A5%BF%E8%B2%A2%E8%B6%85%E5%B8%82%E5%B7%A8%E8%88%96-4%E5%B9%B4%E5%B8%B3%E9%9D%A2%E8%9D%953800%E8%90%AC,2021-01-14,,14/1/2021,西貢區,2021,114.2713,22.3823,845993.9,827016.7
2021R019,鳳秀路10號瀚廬獨立屋全幢（10 Fung Sau Road）,全幢,,1.35億港元,1.35,"3,110平方呎(實用)","43,408港元/平方呎(實用)",,,西貢,住宅,17/6/1965,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R019.jpg,,,,EPRC及市場消息,https://www.midland.com.hk/zh-hk/property-news/%E6%A8%93%E5%B7%BF%E6%96%B0%E8%81%9E/%E8%A5%BF%E8%B2%A2%E7%80%9A%E5%BB%AC%E7%8D%A8%E7%AB%8B%E5%B1%8B-%E7%A7%81%E9%9A%B1%E5%BA%A6%E9%AB%98-%E7%94%A8%E5%AE%B6%E6%96%A51-35%E5%84%84%E5%85%83%E6%89%BF%E6%8E%A5/,2021-06-23,,23/6/2021,西貢區,2021,114.2936,22.3896,848292.4,827827
2021R026,竹洋路103號屋全幢（103 Chuk Yeung Road）,全幢,,1.4億港元,1.4,,,,,西貢,住宅,18/2/1976,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R026.jpg,,,,EPRC,,2021-12-31,,31/12/2021,西貢區,2021,114.274,22.391,846272.1,827973.3
2024R022,清水灣道232號AIR HOUSE獨立洋房全幢（232 Clear Water Bay Road）,全幢,"36,500平方呎",5.14億港元,5.14,"9,234平方呎(實用)","55,642港元/平方呎(實用)",,,西貢,住宅,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024R022.jpg,,龍光集團或相關公司及人士,保發國際有限公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1026112/%E5%85%A7%E6%88%BF%E9%BE%8D%E5%85%895-1%E5%84%84%E6%B2%BD%E8%A5%BF%E8%B2%A2%E8%B6%85%E7%B4%9A%E8%B1%AA%E5%AE%85air-house-%E5%A4%96%E6%9C%9B%E6%BB%98%E8%A5%BF%E6%B4%B2%E6%B5%B7%E6%99%AF-%E5%A4%9A%E5%9C%96,2024-06-06,,6/6/2024,西貢區,2024,114.2529,22.3435,844096,822709.9
2019M010,培成里10號明德商場等一籃子物業（10 Pui Shing Lane）,大手,,9.97億港元,9.97,"39,029平方呎",,,,將軍澳,商場或商鋪或基座商鋪,1999年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M010.jpg,,領展,基匯資本,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/270393/%E5%8F%88%E8%B3%A3%E5%95%86%E5%A0%B4-%E9%A0%98%E5%B1%95%E4%BB%A5120%E5%84%84%E5%85%83%E5%94%AE12%E5%80%8B%E5%95%86%E5%A0%B4%E4%BA%88%E5%9F%BA%E5%8C%AF%E8%B3%87%E6%9C%AC-%E5%8D%97%E5%8D%80%E4%BD%94%E5%85%A9%E5%80%8B,2019-01-08,"1、2018年12月成交，2019年1月登記；
2、成交物業主要包括明德邨內一幢4層高商業╱停車場大廈、相關地方、露天泊車位及警衛亭，合共提供383個泊車位。",8/1/2019,西貢區,2019,114.2684,22.3162,845702.1,819689.2
2019M011,寶琳北路38號景林商場等一籃子物業（38 Po lam Road North）,大手,,10.29億港元,10.29,"51,919平方呎",,,,將軍澳,商場或商鋪或基座商鋪,1/1/1990,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M011.jpg,,領展,基匯資本,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/270393/%E5%8F%88%E8%B3%A3%E5%95%86%E5%A0%B4-%E9%A0%98%E5%B1%95%E4%BB%A5120%E5%84%84%E5%85%83%E5%94%AE12%E5%80%8B%E5%95%86%E5%A0%B4%E4%BA%88%E5%9F%BA%E5%8C%AF%E8%B3%87%E6%9C%AC-%E5%8D%97%E5%8D%80%E4%BD%94%E5%85%A9%E5%80%8B,2019-01-08,"1、2018年12月成交，2019年1月登記；
2、成交物業主要包括景林邨內一幢4層高商業╱停車場大廈、景松樓及景櫚樓住宅大樓地下的多間商舖單位以及多個露天泊車位，合共提供418個泊車位。",8/1/2019,西貢區,2019,114.2611,22.3208,844947.9,820201.4
2019M019,唐俊街18號The Parkside一籃子舖位及車位（18 Tong Chun Street）,大手,,7.8億港元,7.8,"32,564平方呎",,,,將軍澳,商場或商鋪或基座商鋪,18/12/2015,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019M019.jpg,,外資基金安祖高頓,宏安集團,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/324204/%E5%AE%8F%E5%AE%89%E6%96%A57-8%E5%84%84%E8%B3%BC%E5%B0%87%E8%BB%8D%E6%BE%B3the-parkside%E5%95%86%E5%A0%B4-%E9%A0%85%E7%9B%AE%E5%8E%BB%E5%B9%B4%E6%94%B6%E7%9B%8A2150%E8%90%AC%E5%85%83,2019-05-02,"市場消息：成交物業包括將軍澳唐俊街18號「The Parkside」商場，連位於地庫樓層的49個停車位及5個摩托車停車位，總面積約為32,564平方呎。",2/5/2019,西貢區,2019,114.2607,22.3051,844905.8,818467
2024M010,唐賢街29號藍塘傲商場地下、1樓、地庫1樓至2樓，以及地庫全層停車場（29 Tong Yin Street）,大手,,5.4億港元,5.4,"102,582平方呎",,,,將軍澳,商場或商鋪或基座商鋪,2/5/2018,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024M010.jpg,,麗新、帝國集團,華潤隆地,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1034365/%E9%BA%97%E6%96%B0%E8%97%8D%E5%A1%98%E5%82%B2%E5%95%86%E5%A0%B45-4%E5%84%84%E6%B2%BD-%E8%BC%83%E6%84%8F%E5%90%91%E5%83%B9%E4%BD%8E36-%E8%8F%AF%E6%BD%A4%E9%9A%86%E5%9C%B0%E6%8E%A5%E6%89%8B,2024-07-03,"市場消息：涉及藍塘傲商場地下、1樓、地庫1樓至2樓，以及地庫全層停車場。商場總建築面積約102,582平方呎，提供154個停車位。",3/7/2024,西貢區,2024,114.2582,22.3026,844652.8,818187.8
2024I002,安樂門街30至32號及安居街31號全幢（30-32 On Lok Mun Street & 31 On Kui Street）,全幢,"24,000平方呎",1.5億港元,1.5,"66,348平方呎","2,261港元/平方呎","120,000平方呎","1,250港元/平方呎",粉嶺,工業,19/4/1996,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024I002.jpg,,何翠薇、陳慶南、葉連安,鍾子權及相關人士,市場消息,https://finance.mingpao.com/fin/dailyp/20240208/1707328240971/%E9%87%91%E5%B7%B4%E6%96%A5%E8%B3%878901%E8%90%AC-%E8%B3%BC%E8%8D%83%E7%81%A3%E5%95%86%E5%BB%88%E5%96%AE%E4%BD%8D,2024-02-08,,8/2/2024,北區,2024,114.1461,22.4991,833103.5,839940.8
2023I004,業和街4至8號豐樹粉嶺物流中心全幢（4-8 Yip Wo Street）,全幢,"27,588平方呎",5.9億港元,5.9,"137,382平方呎","4,295港元/平方呎",,,粉嶺,工業,2/10/1989,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023I004.jpg,,豐樹物流信託基金,華潤物流,市場消息,https://std.stheadline.com/daily/article/2523683/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E7%B2%89%E5%B6%BA%E5%85%A8%E5%B9%A2%E7%89%A9%E6%B5%81%E4%B8%AD%E5%BF%835-9%E5%84%84%E6%98%93%E6%89%8B,2023-04-20,,20/4/2023,北區,2023,114.1457,22.4918,833056.9,839137
2023I005,安樂門街39號嘉里（粉嶺）貨倉全幢（39 On Lok Mun Street）,全幢,,10億港元,10,"259,475平方呎","3,854港元/平方呎",,,粉嶺,工業,27/10/1994,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023I005.jpg,,嘉里,華潤物流,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/964898/%E8%8F%AF%E6%BD%A4%E7%89%A9%E6%B5%81%E5%AE%8C%E6%88%90%E6%94%B6%E8%B3%BC%E7%B2%89%E5%B6%BA%E8%B2%A8%E5%80%89-%E5%B8%82%E5%82%B310%E5%84%84%E6%98%93%E6%89%8B-%E5%85%A9%E5%B9%B4%E7%99%BE%E5%84%84%E7%8B%82%E6%8E%836%E5%B9%A2%E5%B7%A5%E5%BB%88,2023-11-24,,24/11/2023,北區,2023,114.147,22.5006,833191.3,840106.2
2022I010,業暢街11號中大印刷集團大廈全幢（11 Yip Cheong Street）,全幢,,2.39億港元,2.39,"52,300平方呎","4,570港元/平方呎",,,粉嶺,工業,13/12/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I010.jpg,,中大投資管理有限公司,SP (HK) 1 Ltd.,EPRC,,2022-03-31,,31/3/2022,北區,2022,114.143,22.4942,832786.5,839400.5
2022I015,業暢街6號中國洗衣集團大廈全幢（6 Yip Cheong Street）,全幢,"22,163平方呎",4.8億港元,4.8,"101,463平方呎","4,731港元/平方呎",,,粉嶺,工業,29/10/1990,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I015.jpg,,杜家駒及相關人士,星資基金Heitman,市場消息,https://www.singtaousa.com/2022-05-07/%e6%9c%80%e6%96%b0%e5%b7%a5%e5%95%86%e6%88%90%e4%ba%a4%e7%9b%b4%e6%93%8a%e2%94%82%e6%98%9f%e8%b3%87%e5%9f%ba%e9%87%914-8%e5%84%84%e8%b3%bc%e7%b2%89%e5%b6%ba%e5%b7%a5%e5%bb%88/4064672,2022-05-07,市場消息：計畫將全幢打造凍倉,7/5/2022,北區,2022,114.1426,22.4952,832746.2,839508.1
2022I026,新寶街2號嘉里貨倉(上水)全幢，另有37個車位（2 San Po Street）,全幢,"69,062平方呎",16億港元,16,"356,253平方呎",,,,上水,工業,14/6/1991,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I026.jpg,,嘉里,華潤物流,市場消息,https://std.stheadline.com/daily/article/2492299/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E8%8F%AF%E6%BD%A4%E7%89%A9%E6%B5%81%E6%B4%BD%E8%B3%BC%E5%98%89%E9%87%8C%E4%B8%8A%E6%B0%B4%E8%B2%A8%E5%80%89,2022-10-21,,21/10/2022,北區,2022,114.1217,22.5075,830587.9,840874.7
2022A001,丈量約份第77約地段796號及1008號餘段（DD 77 Lot 796 & 1008RP）,大手,"87,481平方呎",1.45億港元,1.45,,,,,粉嶺,其他（包括學校、戲院、農地等）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022A001.jpg,,日資建築公司西松建設,保嘉（香港）有限公司,市場消息,https://orientaldaily.on.cc/content/%E7%94%A2%E7%B6%93/odn-20221118-1118_00204_045/%E9%9D%9E%E4%BD%8F%E5%AE%85%E8%B2%B7%E8%B3%A3%EF%BC%9A%E6%97%A5%E8%B3%872-3%E5%84%84%E6%B2%BD%E6%98%9F%E5%85%89%E8%A1%8C%E5%96%AE%E4%BD%8D%E7%B2%89%E5%B6%BA%E5%9C%B0,2022-11-18,成交呎價約1658元,18/11/2022,北區,2022,114.1612,22.5224,834658.5,842520.5
2021I004,安全街10及12號堅達中心全幢（10-12 On Chuen Street）,全幢,"20,000平方呎",3.21億港元,3.21,"97,750平方呎","3,284港元/平方呎",,,粉嶺,工業,21/2/1990,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I004.jpg,,羅祖耀家族,絲路基金,市場消息,https://finance.mingpao.com/fin/dailyp/20210223/1614020643405/%E6%98%9F%E6%8A%95%E8%B3%87%E8%80%853-21%E5%84%84%E8%B3%BC%E7%B2%89%E5%B6%BA%E5%B7%A5%E5%BB%88%E5%85%A8%E5%B9%A2,2021-02-23,,23/2/2021,北區,2021,114.1449,22.496,832982.4,839595.9
2021I005,樂業路5號川田工貿廣場2期全幢（5 Lok Yip Road）,全幢,"8,773平方呎",2.71億港元,2.71,"43,836平方呎","6,178港元/平方呎",,,粉嶺,工業,16/9/2020,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I005.jpg,,華基地產,香港房屋協會,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/602835/%E8%B2%B7%E5%AE%B6%E6%9B%9D%E5%85%89-%E9%A6%99%E6%B8%AF%E6%88%BF%E5%B1%8B%E5%8D%94%E6%9C%83%E5%85%A5%E5%B8%82-%E6%96%A52-7%E5%84%84%E8%B3%BC%E7%B2%89%E5%B6%BA%E6%A8%82%E6%A5%AD%E8%B7%AF%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88,2021-03-23,,23/3/2021,北區,2021,114.1432,22.4956,832798.1,839558
2021I012,安樂門街38號有成行物流中心全幢（38 On Lok Mun Street）,全幢,"8,149平方呎",2.17億港元,2.17,"46,278平方呎","4,689港元/平方呎",,,粉嶺,工業,11/3/2002,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I012.jpg,,有成行辦館,蔡曉明,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/631826/%E5%90%88%E5%91%B3%E9%81%93%E6%9D%AF%E9%BA%B5%E4%BB%A3%E7%90%86%E5%95%862-17%E5%84%84%E6%B2%BD%E7%B2%89%E5%B6%BA%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88-%E6%8C%81%E8%B2%A8%E8%BF%91%E5%BB%BF%E5%B9%B4%E5%8D%87%E5%80%BC10%E5%80%8D,2021-05-31,,31/5/2021,北區,2021,114.1465,22.4993,833139.3,839970.1
2021I015,業暢街13號葉氏化工大廈全幢（13 Yip Cheong Street）,全幢,"12,895平方呎",2.83億港元,2.83,"63,897平方呎","4,424港元/平方呎",,,粉嶺,工業,12/10/1990,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I015.jpg,,葉氏化工集團,黑石基金,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/652252/%E8%91%89%E6%B0%8F%E5%8C%96%E5%B7%A5%E9%80%BE2-8%E5%84%84%E6%B2%BD%E7%B2%89%E5%B6%BA%E5%B9%A2%E5%B7%A5%E5%BB%88-%E5%A4%96%E8%B3%87%E9%BB%91%E7%9F%B3%E5%9F%BA%E9%87%91%E6%89%BF%E6%8E%A5,2021-07-19,,19/7/2021,北區,2021,114.1433,22.494,832815.6,839378.5
